"","BHI_1","BHI_2","BHI_3","Serum_1","Serum_2","Serum_3"
"NHECHLLE_02685",35,27,26,26,25,30
"NHECHLLE_02686",38,33,28,11,21,18
"NHECHLLE_02687",23,23,19,19,17,21
"NHECHLLE_02688",17,16,13,25,26,27
"NHECHLLE_02689",10,11,8,8,14,16
"NHECHLLE_02690",13,22,9,10,6,12
"NHECHLLE_02691",61,63,44,36,59,38
"NHECHLLE_02692",45,37,38,26,30,34
"NHECHLLE_02693",0,0,1,0,1,0
"NHECHLLE_02694",0,0,0,0,0,0
"NHECHLLE_02695",520,633,593,1370,1708,1586
"NHECHLLE_02696",9,11,5,7,7,6
"NHECHLLE_02697",1,2,1,3,2,3
"NHECHLLE_02698",72,58,69,51,65,65
"NHECHLLE_02699",71,76,62,69,72,45
"NHECHLLE_02700",725,740,672,1061,1246,1169
"NHECHLLE_02701",65,74,74,134,160,165
"NHECHLLE_02702",73,70,67,43,41,43
"NHECHLLE_02703",14,8,10,11,6,7
"NHECHLLE_02704",18,22,26,11,15,7
"NHECHLLE_02705",12,20,20,7,12,14
"NHECHLLE_02706",63,56,51,41,44,39
"NHECHLLE_02707",76,54,69,41,54,47
"NHECHLLE_02708",1,0,1,0,0,0
"NHECHLLE_02709",839,844,824,286,356,321
"NHECHLLE_02710",67,81,64,30,37,45
"NHECHLLE_02711",325,219,204,198,233,174
"NHECHLLE_02712",144,123,115,129,154,138
"NHECHLLE_02713",311,364,258,324,386,393
"NHECHLLE_02714",311,315,267,315,331,304
"NHECHLLE_02715",0,0,0,0,0,0
"NHECHLLE_02716",21,20,22,8,10,13
"NHECHLLE_02717",9,9,9,4,8,2
"NHECHLLE_02718",10,20,11,20,18,25
"NHECHLLE_02719",3947,3849,3299,469,613,520
"NHECHLLE_02720",0,2,0,0,2,0
"NHECHLLE_02721",63,61,64,153,172,147
"NHECHLLE_02722",191,218,230,259,294,277
"NHECHLLE_02723",118,101,93,110,128,106
"NHECHLLE_02724",143,134,117,113,111,100
"NHECHLLE_02725",17,13,11,22,20,20
"NHECHLLE_02726",3,11,6,8,6,9
"NHECHLLE_02727",49,36,46,70,89,94
"NHECHLLE_02728",60,59,50,53,50,52
"NHECHLLE_02729",18,30,31,109,124,110
"NHECHLLE_02730",2005,2189,1875,14491,15831,14973
"NHECHLLE_02731",2317,2336,2067,2591,2870,2753
"NHECHLLE_02732",2195,2256,1846,2010,2348,2169
"NHECHLLE_02733",11,25,22,7,7,15
"NHECHLLE_02734",250,246,244,304,372,318
"NHECHLLE_02735",465,493,507,495,591,583
"NHECHLLE_02736",284,283,257,308,367,298
"NHECHLLE_02737",253,241,252,273,371,316
"NHECHLLE_02738",212,202,190,168,192,173
"NHECHLLE_02739",3,5,5,3,4,8
"NHECHLLE_02740",8,28,18,8,4,6
"NHECHLLE_02741",36,36,30,63,90,74
"NHECHLLE_02742",84,106,102,45,50,60
"NHECHLLE_02743",1072,1032,872,34745,38894,33940
"NHECHLLE_02744",581,585,474,10397,11937,9942
"NHECHLLE_02745",222,180,192,2849,3168,2747
"NHECHLLE_02746",50,53,35,215,245,181
"NHECHLLE_02747",66,63,69,268,308,284
"NHECHLLE_02748",10,10,12,45,55,49
"NHECHLLE_02749",26,29,24,33,64,60
"NHECHLLE_02750",743,770,683,779,921,793
"NHECHLLE_02751",20,36,29,16,18,17
"NHECHLLE_02752",434,355,379,464,486,408
"NHECHLLE_02753",3,2,0,2,3,3
"NHECHLLE_02754",118,140,98,132,178,154
"NHECHLLE_02755",219,175,169,84,126,93
"NHECHLLE_02756",689,671,637,569,643,611
"NHECHLLE_02757",133,182,161,50,56,60
"NHECHLLE_02758",611,626,585,394,438,402
"NHECHLLE_02759",37,61,74,7,11,4
"NHECHLLE_02760",578,637,618,389,499,399
"NHECHLLE_02761",490,477,465,434,490,432
"NHECHLLE_02762",16,26,23,20,29,40
"NHECHLLE_02763",131,125,83,125,151,150
"NHECHLLE_02764",283,300,260,240,259,237
"NHECHLLE_02765",352,278,264,205,202,188
"NHECHLLE_02766",2552,2554,2364,1527,1717,1532
"NHECHLLE_02767",43,34,26,22,25,24
"NHECHLLE_02768",2,2,2,0,0,1
"NHECHLLE_02769",43,52,47,60,99,90
"NHECHLLE_02770",35,39,33,8,17,16
"NHECHLLE_02771",4,1,1,2,4,5
"NHECHLLE_02772",7,8,0,26,28,38
"NHECHLLE_02773",190,135,162,213,190,190
"NHECHLLE_02774",88,79,74,195,222,217
"NHECHLLE_02775",233,246,241,643,838,743
"NHECHLLE_02776",342,358,324,993,1156,1000
"NHECHLLE_02777",145,148,145,337,375,351
"NHECHLLE_02778",55,55,52,180,160,150
"NHECHLLE_02779",40,48,54,117,156,138
"NHECHLLE_02780",59,47,71,123,125,121
"NHECHLLE_02781",149,135,118,231,258,242
"NHECHLLE_02782",23,33,21,14,15,20
"NHECHLLE_02783",148,154,140,191,173,237
"NHECHLLE_02784",161,139,119,629,712,866
"NHECHLLE_02785",18,16,14,13,16,20
"NHECHLLE_02786",24,23,21,13,27,15
"NHECHLLE_02787",83,73,89,62,98,92
"NHECHLLE_02788",57,51,45,33,37,33
"NHECHLLE_02789",264,289,286,217,271,254
"NHECHLLE_02790",272,318,256,197,212,222
"NHECHLLE_02791",272,270,249,118,121,128
"NHECHLLE_02792",619,611,618,150,165,159
"NHECHLLE_02793",476,432,457,174,192,178
"NHECHLLE_02794",188,212,192,52,75,61
"NHECHLLE_02795",1688,1572,1482,577,734,681
"NHECHLLE_02796",902,848,790,344,437,351
"NHECHLLE_02797",55,74,72,31,41,30
"NHECHLLE_02798",7270,6604,5654,2374,2921,2586
"NHECHLLE_02799",4140,4807,4274,1584,1974,1768
"NHECHLLE_02800",195,163,182,66,113,64
"NHECHLLE_02801",4,8,3,3,3,2
"NHECHLLE_02802",176,171,144,103,127,102
"NHECHLLE_02803",237,243,239,157,181,153
"NHECHLLE_02804",7,11,18,2,8,7
"NHECHLLE_02805",1,0,0,0,1,1
"NHECHLLE_02806",4,3,4,5,3,8
"NHECHLLE_02807",18,19,9,21,35,29
"NHECHLLE_02808",151,154,149,211,255,200
"NHECHLLE_02809",501,503,426,425,585,501
"NHECHLLE_02810",103,115,98,73,98,83
"NHECHLLE_02811",34,44,34,57,65,67
"NHECHLLE_02812",493,484,459,296,364,346
"NHECHLLE_02813",151,220,161,238,340,294
"NHECHLLE_02814",19,16,21,14,12,8
"NHECHLLE_02815",338,361,367,1126,1299,1174
"NHECHLLE_02816",16,25,16,48,47,32
"NHECHLLE_02817",502,592,505,404,453,368
"NHECHLLE_02818",1299,1368,1226,1617,1890,1737
"NHECHLLE_02819",543,518,458,865,928,858
"NHECHLLE_02820",307,368,289,327,447,379
"NHECHLLE_02821",660,685,686,319,389,336
"NHECHLLE_02822",62,92,75,27,38,30
"NHECHLLE_02823",945,1094,919,605,727,673
"NHECHLLE_02824",1078,1206,1035,1886,2008,1853
"NHECHLLE_02825",0,0,0,0,2,0
"NHECHLLE_02826",147,156,147,76,132,101
"NHECHLLE_02827",0,0,0,0,0,0
"NHECHLLE_02828",529,447,445,206,280,220
"NHECHLLE_02829",321,304,315,73,94,60
"NHECHLLE_02830",616,588,545,251,294,279
"NHECHLLE_02831",147,120,123,87,101,74
"NHECHLLE_02832",0,2,2,2,0,1
"NHECHLLE_02833",14,7,12,11,11,7
"NHECHLLE_02834",40,56,40,35,42,41
"NHECHLLE_02835",136,124,127,133,184,176
"NHECHLLE_02836",184,199,224,251,339,302
"NHECHLLE_02837",3039,2944,2789,370,516,415
"NHECHLLE_02838",8502,9177,8109,955,1150,1063
"NHECHLLE_02839",4679,5340,4835,174,214,224
"NHECHLLE_02840",191,249,163,155,169,177
"NHECHLLE_02841",1031,957,841,150,176,156
"NHECHLLE_02842",1,0,0,2,0,1
"NHECHLLE_02843",35,53,40,269,360,361
"NHECHLLE_02844",199,246,205,247,269,238
"NHECHLLE_02845",189,224,190,123,124,102
"NHECHLLE_02846",7,4,12,11,15,11
"NHECHLLE_02847",10,7,9,11,6,7
"NHECHLLE_02848",3286,3522,3289,6093,7445,6608
"NHECHLLE_02849",506,443,361,270,317,252
"NHECHLLE_02850",887,950,723,464,548,486
"NHECHLLE_02851",294,293,286,111,130,114
"NHECHLLE_02852",38,48,46,26,24,27
"NHECHLLE_02853",918,774,699,277,359,374
"NHECHLLE_02854",156,156,145,87,116,102
"NHECHLLE_02855",1035,1090,932,1118,1384,1283
"NHECHLLE_02856",3,5,1,4,4,6
"NHECHLLE_02857",194,211,220,31,68,49
"NHECHLLE_02858",59,53,58,10,27,14
"NHECHLLE_02859",21,24,21,19,28,25
"NHECHLLE_02860",12,14,14,17,22,26
"NHECHLLE_02861",9,7,6,16,15,23
"NHECHLLE_02862",13,13,8,28,34,24
"NHECHLLE_02863",1,4,5,5,1,3
"NHECHLLE_02864",1,1,0,3,2,4
"NHECHLLE_02865",4,2,1,2,6,6
"NHECHLLE_02866",5,8,2,6,5,10
"NHECHLLE_02867",26,20,18,60,67,47
"NHECHLLE_02868",395,304,289,748,745,740
"NHECHLLE_02869",100,106,98,139,150,143
"NHECHLLE_02870",791,804,706,1267,1386,1247
"NHECHLLE_02871",439,401,399,768,844,772
"NHECHLLE_02872",15,24,23,43,55,47
"NHECHLLE_02873",127,103,90,197,263,237
"NHECHLLE_02874",93,102,105,214,280,236
"NHECHLLE_02875",186,203,155,395,532,504
"NHECHLLE_02876",9,7,4,17,31,22
"NHECHLLE_02877",44,45,27,67,82,71
"NHECHLLE_02878",22,28,23,56,66,50
"NHECHLLE_02879",110,110,94,273,280,256
"NHECHLLE_02880",23,16,16,30,40,49
"NHECHLLE_02881",13,27,23,35,49,28
"NHECHLLE_02882",19,32,21,35,39,50
"NHECHLLE_02883",135,127,105,210,238,233
"NHECHLLE_02884",7,7,8,20,14,13
"NHECHLLE_02885",67,65,57,137,135,151
"NHECHLLE_02886",48,54,37,99,120,99
"NHECHLLE_02887",38,30,37,54,64,48
"NHECHLLE_02888",0,0,0,0,0,0
"NHECHLLE_02889",0,0,0,0,0,0
"NHECHLLE_02890",0,0,0,0,0,0
"NHECHLLE_02891",0,0,0,0,0,0
"NHECHLLE_02892",29,19,18,41,59,42
"NHECHLLE_02893",82,80,62,145,175,163
"NHECHLLE_02894",0,1,2,2,1,4
"NHECHLLE_02895",175,222,179,520,632,501
"NHECHLLE_02896",269,261,230,586,601,608
"NHECHLLE_02897",39,26,35,108,121,105
"NHECHLLE_02898",13,18,2,22,16,16
"NHECHLLE_02899",1083,1141,1161,900,1024,952
"NHECHLLE_02900",592,580,546,1475,1827,1649
"NHECHLLE_02901",45,51,51,122,149,160
"NHECHLLE_02902",165,171,139,824,925,844
"NHECHLLE_02903",229,173,188,727,704,821
"NHECHLLE_02904",380,346,334,830,972,968
"NHECHLLE_02905",621,565,509,1138,1305,1304
"NHECHLLE_02906",171,153,143,288,345,318
"NHECHLLE_02907",267,323,252,334,403,399
"NHECHLLE_02908",182,200,191,298,379,387
"NHECHLLE_02909",193,168,139,394,441,484
"NHECHLLE_02910",33,34,33,63,91,87
"NHECHLLE_02911",99,108,107,225,255,247
"NHECHLLE_02912",154,116,130,402,417,404
"NHECHLLE_02913",1257,1471,1300,606,650,599
"NHECHLLE_02914",3,3,3,0,1,3
"NHECHLLE_02915",0,4,4,0,0,0
"NHECHLLE_02916",0,0,0,0,1,1
"NHECHLLE_02917",0,0,0,0,0,0
"NHECHLLE_02918",85,55,72,41,52,36
"NHECHLLE_02919",105,97,106,38,47,47
"NHECHLLE_02920",159,154,152,67,90,85
"NHECHLLE_02921",4,5,6,6,3,4
"NHECHLLE_02922",320,286,276,142,157,134
"NHECHLLE_02923",481,605,479,422,441,403
"NHECHLLE_02924",398,343,314,312,344,304
"NHECHLLE_02925",207,218,213,598,665,595
"NHECHLLE_02926",17,21,19,18,19,16
"NHECHLLE_02927",9,6,7,13,15,12
"NHECHLLE_02928",28,25,23,31,40,29
"NHECHLLE_02929",93,109,90,85,120,106
"NHECHLLE_02930",481,538,523,472,603,509
"NHECHLLE_02931",17,14,17,7,18,21
"NHECHLLE_02932",73,67,61,42,63,48
"NHECHLLE_02933",2387,2899,2481,7342,10450,8774
"NHECHLLE_02934",1292,1516,1131,6425,7482,7163
"NHECHLLE_02935",221,235,211,186,239,236
"NHECHLLE_02936",993,831,727,980,1210,1052
"NHECHLLE_02937",334,281,209,253,299,263
"NHECHLLE_02938",18,24,20,16,17,8
"NHECHLLE_02939",207,169,174,163,197,142
"NHECHLLE_02940",407,446,460,153,159,155
"NHECHLLE_02941",411,440,458,222,282,246
"NHECHLLE_02942",2651,2929,2427,1052,1347,1188
"NHECHLLE_02943",61,63,47,26,29,31
"NHECHLLE_02944",75,60,58,30,38,50
"NHECHLLE_02945",37,37,40,11,15,19
"NHECHLLE_02946",15,4,9,3,5,8
"NHECHLLE_02947",113,86,82,48,51,44
"NHECHLLE_02948",0,0,0,0,0,0
"NHECHLLE_02949",69,82,79,31,49,43
"NHECHLLE_02950",22,21,20,10,12,13
"NHECHLLE_02951",156,139,134,255,267,263
"NHECHLLE_02952",36,45,38,169,167,170
"NHECHLLE_02953",16,15,13,13,17,16
"NHECHLLE_02954",28,27,27,9,13,12
"NHECHLLE_02955",96,95,89,38,60,46
"NHECHLLE_02956",95,66,75,15,43,37
"NHECHLLE_02957",43,34,42,19,21,21
"NHECHLLE_02958",0,0,0,0,0,0
"NHECHLLE_02959",0,0,0,0,0,0
"NHECHLLE_02960",0,0,0,0,0,0
"NHECHLLE_02961",0,0,0,0,0,0
"NHECHLLE_02962",0,0,0,0,0,0
"NHECHLLE_02963",0,0,0,0,0,0
"NHECHLLE_02964",0,0,0,0,0,0
"NHECHLLE_02965",0,0,0,0,0,0
"NHECHLLE_02966",0,0,0,0,0,0
"NHECHLLE_02967",0,0,0,1,0,0
"NHECHLLE_02968",0,0,0,0,0,0
"NHECHLLE_02969",0,0,0,0,0,0
"NHECHLLE_02970",0,0,0,0,0,0
"NHECHLLE_02971",1,0,1,0,0,1
"NHECHLLE_02972",0,0,0,0,0,0
"NHECHLLE_02973",0,0,0,0,0,0
"NHECHLLE_02974",0,0,0,0,0,0
"NHECHLLE_02975",1,1,1,2,1,2
"NHECHLLE_02976",109,128,137,196,227,208
"NHECHLLE_02977",0,0,0,0,0,0
"NHECHLLE_02978",0,0,0,0,0,0
"NHECHLLE_02979",610,522,460,1077,1518,1228
"NHECHLLE_02980",193,181,202,393,485,484
"NHECHLLE_02981",609,585,547,776,822,823
"NHECHLLE_02982",4688,4748,3995,10114,12995,12214
"NHECHLLE_02983",58,50,47,18,9,24
"NHECHLLE_02984",357,332,303,212,334,246
"NHECHLLE_02985",80,78,75,54,77,55
"NHECHLLE_02986",595,565,513,690,738,708
"NHECHLLE_02987",0,1,0,0,1,0
"NHECHLLE_02988",22,26,27,88,111,100
"NHECHLLE_02989",348,292,262,335,397,390
"NHECHLLE_02990",446,403,362,434,524,502
"NHECHLLE_02991",27968,26106,22657,127278,162432,146537
"NHECHLLE_02992",5921,5886,5327,31340,36230,31660
"NHECHLLE_02993",1383,1341,1166,1913,2326,2013
"NHECHLLE_02994",307,255,250,537,709,587
"NHECHLLE_02995",283,200,184,663,814,786
"NHECHLLE_02996",206,189,193,290,405,333
"NHECHLLE_02997",1920,2080,1731,2667,3115,2900
"NHECHLLE_02998",18,23,17,30,49,46
"NHECHLLE_02999",348,284,257,638,645,630
"NHECHLLE_03000",474,521,482,249,302,250
"NHECHLLE_03001",0,0,0,0,0,0
"NHECHLLE_03002",615,715,569,431,500,464
"NHECHLLE_03003",1159,1154,1028,840,977,896
"NHECHLLE_03004",264,258,347,782,1009,820
"NHECHLLE_03005",62,38,51,88,93,74
"NHECHLLE_03006",374,402,314,626,766,668
"NHECHLLE_03007",189,195,196,207,207,193
"NHECHLLE_03008",0,0,0,0,0,0
"NHECHLLE_03009",3,5,6,17,23,26
"NHECHLLE_03010",834,862,699,885,1083,1064
"NHECHLLE_03011",1701,1742,1680,1819,2095,1955
"NHECHLLE_03012",180,157,176,80,103,74
"NHECHLLE_03013",0,0,0,0,0,0
"NHECHLLE_03014",0,0,0,0,0,0
"NHECHLLE_03015",0,0,0,0,2,0
"NHECHLLE_03016",0,0,0,0,0,0
"NHECHLLE_03017",0,1,0,6,7,1
"NHECHLLE_03018",2,1,1,1,5,1
"NHECHLLE_03019",0,0,0,0,0,0
"NHECHLLE_03020",0,0,0,0,0,0
"NHECHLLE_03021",0,0,0,0,0,0
"NHECHLLE_03022",0,0,0,0,0,0
"NHECHLLE_03023",0,0,0,0,0,0
"NHECHLLE_03024",0,0,0,0,0,0
"NHECHLLE_03025",0,0,0,0,0,0
"NHECHLLE_03026",0,0,0,0,0,0
"NHECHLLE_03027",63,53,60,20,31,28
"NHECHLLE_03028",142,139,118,41,56,56
"NHECHLLE_03029",0,0,0,0,0,0
"NHECHLLE_03030",0,2,0,2,0,0
"NHECHLLE_03031",287,224,211,100,105,112
"NHECHLLE_03032",262,219,240,73,88,95
"NHECHLLE_03033",29,23,22,3,5,2
"NHECHLLE_03034",77,44,50,17,18,30
"NHECHLLE_03035",0,0,0,0,0,0
"NHECHLLE_03036",0,0,0,0,0,0
"NHECHLLE_03037",15,15,8,10,12,13
"NHECHLLE_03038",11,6,4,1,1,7
"NHECHLLE_03039",0,0,0,0,0,0
"NHECHLLE_03040",0,0,0,0,0,0
"NHECHLLE_03041",0,0,0,0,0,0
"NHECHLLE_03042",410,458,404,2542,2562,2186
"NHECHLLE_03043",0,0,0,0,0,0
"NHECHLLE_03044",0,0,0,0,0,0
"NHECHLLE_03045",361,311,305,594,689,625
"NHECHLLE_03046",59,57,50,56,68,50
"NHECHLLE_03047",572,480,508,580,696,690
"NHECHLLE_03048",153,134,113,107,137,140
"NHECHLLE_03049",8,6,6,5,10,4
"NHECHLLE_03050",11,9,13,10,19,15
"NHECHLLE_03051",809,864,809,1195,1273,1120
"NHECHLLE_03052",690,684,631,1216,1377,1301
"NHECHLLE_03053",1445,1642,1361,629,688,632
"NHECHLLE_03054",0,2,0,8,6,7
"NHECHLLE_03055",3,2,1,7,11,3
"NHECHLLE_03056",0,0,0,0,0,0
"NHECHLLE_03057",0,0,0,0,0,0
"NHECHLLE_03058",0,0,0,0,0,0
"NHECHLLE_03059",0,0,0,0,0,0
"NHECHLLE_03060",0,0,0,5,3,1
"NHECHLLE_03061",26,40,31,106,149,100
"NHECHLLE_03062",0,0,0,0,0,0
"NHECHLLE_03063",1,0,2,0,1,3
"NHECHLLE_03064",0,0,0,0,0,0
"NHECHLLE_03065",0,0,0,0,0,0
"NHECHLLE_03066",0,0,0,0,0,0
"NHECHLLE_03067",0,0,0,0,0,0
"NHECHLLE_03068",0,0,0,0,0,0
"NHECHLLE_03069",226,340,254,172,215,195
"NHECHLLE_03070",928,979,792,814,949,867
"NHECHLLE_03071",306,296,326,207,317,273
"NHECHLLE_03072",361,336,295,256,326,266
"NHECHLLE_03073",110,103,88,46,47,45
"NHECHLLE_03074",47,32,32,49,45,48
"NHECHLLE_03075",223,221,180,265,327,251
"NHECHLLE_03076",0,1,1,0,1,2
"NHECHLLE_03077",0,0,0,0,0,0
"NHECHLLE_03078",0,0,1,0,1,0
"NHECHLLE_03079",0,0,0,0,0,0
"NHECHLLE_03080",0,0,0,0,0,0
"NHECHLLE_03081",0,0,0,0,0,0
"NHECHLLE_03082",301,298,284,542,776,657
"NHECHLLE_03083",48,57,64,41,43,46
"NHECHLLE_03084",8,7,14,6,16,14
"NHECHLLE_03085",34,27,23,28,31,32
"NHECHLLE_03086",53,57,63,61,79,73
"NHECHLLE_03087",46,36,40,44,34,54
"NHECHLLE_03088",54,48,50,47,53,63
"NHECHLLE_03089",16,11,19,13,21,18
"NHECHLLE_03090",10,6,6,5,3,12
"NHECHLLE_03091",11,6,10,14,18,22
"NHECHLLE_03092",33,29,27,17,12,19
"NHECHLLE_03093",61,81,65,67,62,61
"NHECHLLE_03094",33,44,36,46,36,38
"NHECHLLE_03095",49,35,33,47,66,47
"NHECHLLE_03096",0,1,1,1,3,3
"NHECHLLE_03097",65,39,58,44,75,57
"NHECHLLE_03098",412,395,386,433,455,462
"NHECHLLE_03099",11,7,4,1,3,2
"NHECHLLE_03100",18,20,16,10,6,3
"NHECHLLE_03101",21,6,15,5,8,8
"NHECHLLE_03102",56,65,48,41,63,62
"NHECHLLE_03103",64,51,50,42,39,47
"NHECHLLE_03104",34,47,32,25,47,38
"NHECHLLE_03105",113,92,86,119,110,106
"NHECHLLE_03106",5,8,13,5,8,8
"NHECHLLE_03107",26,24,19,45,57,36
"NHECHLLE_03108",25,31,26,18,22,30
"NHECHLLE_03109",1229,1475,1313,4877,5574,5085
"NHECHLLE_03110",145,133,114,163,198,152
